currentloss,rollingmeanloss,rollingstdloss,consecutivehigh,is_leak
0.07168674677062815,0.07168674677062815,0.0,0.0,0
0.07755797236754003,0.07462235956908408,0.0029356127984559374,0.0,0
0.0743833765539253,0.07454269856403116,0.0023995638672664986,0.0,0
0.07460753977204262,0.07455890886603403,0.0020782729335896396,0.0,0
0.06680108605897009,0.07300734430462123,0.003617289739863432,0.0,0
0.08065345673690365,0.07480068629787634,0.0046057052720959125,0.0,0
0.07588648943234308,0.07446638971083694,0.004451520553774538,0.0,0
0.07484768510803638,0.07455925142165917,0.004453662643541982,0.0,0
0.07548832912818286,0.07473540929288722,0.004469479843436042,0.0,0
0.08879167408188451,0.07913352689747008,0.005249555270188592,0.0,0
0.0791682544492793,0.07883648643994523,0.005196903054567122,0.0,0
0.07662027030386917,0.07898324261425045,0.005121336769561325,0.0,0
0.08051727765969223,0.08011716112458162,0.004689606022458303,0.0,0
0.07540103771366499,0.08009970284167804,0.004706936023514388,0.0,0
0.07770917646850498,0.07788320331900214,0.0018097588390409418,0.0,0
0.07932167180512105,0.07791388679017049,0.0018324444372777042,0.0,0
0.07542043728824632,0.07767392018704591,0.002051594015905173,0.0,0
0.09287238378351219,0.08014494141180992,0.006533361685077228,0.0,0
0.08256690744262273,0.08157811535760146,0.006107625297983423,0.0,0
0.07751206598672306,0.08153869326124508,0.006133053607352334,0.0,0
0.08534759175326284,0.08274387725087343,0.0061709304662195905,0.0,0
0.07654845991057767,0.0829694817753397,0.005914352884661536,0.0,0
0.07778388449450697,0.07995178191753866,0.0034113996845333704,0.0,0
0.08557088448174639,0.08055257732536339,0.0040278752598111875,0.0,0
0.08738590744930376,0.08252734561787953,0.004451292798271311,0.0,0
0.08289764098704698,0.08203735546463635,0.00424388775828523,0.0,0
0.07768510152160006,0.08226468378684085,0.00396506407704956,0.0,0
0.08377997986113946,0.08346390286016733,0.0032752585742502624,0.0,0
0.0899999580307603,0.08434971756997012,0.004195090005705422,0.0,0
0.08891929679610557,0.08465639543933048,0.004453902772235405,0.0,0
0.08098459438534333,0.08427378611898975,0.004665687641049435,0.0,0
0.09039297650815585,0.08681536111630091,0.0037570976771812564,0.0,0
0.09319644361494366,0.08869865386706174,0.004107301579975877,0.0,0
0.10196849481224607,0.0910923612233589,0.006783741489627054,0.0,0
0.08539607095051303,0.0903877160542404,0.00714616866280319,0.0,0
0.08125317749410484,0.09044143267599268,0.0070759494485957315,0.0,0
0.0922062850360895,0.09080409438157942,0.007110556114463253,0.0,0
0.08583036621968244,0.08933087890252718,0.00722444266390324,0.0,0
0.08512408306543238,0.08596199655316444,0.003527146521887227,0.0,0
0.08810093331219457,0.08650296902550074,0.003605421903926682,0.0,0
0.09197102250321688,0.08864653802732317,0.0029785967471529003,0.0,0
0.09129766429822854,0.08846481387975097,0.0027767515668333997,0.0,0
0.09698454253628805,0.09069564914307209,0.003982815043823962,0.0,0
0.08960693115408999,0.09159221876080362,0.003014559711512906,0.0,0
0.0902080496160001,0.09201364202156471,0.0026182709403569414,0.0,0
0.09787289808501869,0.09319401713792508,0.003511106711643849,0.0,0
0.07957996392447697,0.09085047706317476,0.006571525577807947,0.0,0
0.09072396874430172,0.0895983623047775,0.005839092915586165,0.0,0
0.09521255206075849,0.0907194864861112,0.006256348558470352,0.0,0
0.09420549281306864,0.09151897512552491,0.006393813391741906,0.0,0
0.08922420357192916,0.08978923622290699,0.005555860052124274,0.0,0
